epoch,train_loss,eval_loss,eval_top1,eval_top5
109,2.2615847654426995,1.28816625,70.518,89.694
110,2.2599618232479473,1.286931875,70.452,89.664
111,2.2612665770433527,1.283881875,70.596,89.716
112,2.259594850325549,1.28794875,70.546,89.758
113,2.2608785368010182,1.284896875,70.514,89.742
114,2.258113789322275,1.283325625,70.554,89.744
115,2.259935442587341,1.287811875,70.61,89.736
116,2.2590506834309965,1.28708125,70.504,89.748
117,2.257772397313776,1.28749375,70.5,89.766
118,2.258923551967797,1.286351875,70.498,89.76
119,2.2583686816177306,1.28285875,70.502,89.702
120,2.2591474325603165,1.285486875,70.504,89.716
121,2.256268074198713,1.287909375,70.574,89.724
122,2.2557186955608564,1.281569375,70.566,89.762
123,2.2566486147836566,1.287775,70.558,89.7
124,2.257359400396708,1.285849375,70.556,89.706
125,2.2555831362350767,1.283925,70.572,89.744
126,2.2579079776814868,1.281970625,70.562,89.75
127,2.2568536923001785,1.283386875,70.504,89.72
128,2.256510506623552,1.289208125,70.556,89.722
129,2.255515884559003,1.284255625,70.572,89.708
130,2.256423731335116,1.2827475,70.574,89.75
131,2.256093099969264,1.28817125,70.61,89.74
132,2.257064981860571,1.282264375,70.564,89.736
133,2.2563640270908887,1.285569375,70.626,89.7
134,2.255067021730609,1.2863375,70.578,89.746
135,2.256064392218255,1.280434375,70.592,89.726
136,2.2560973266596824,1.2869725,70.546,89.756
137,2.255939235416242,1.285135625,70.618,89.758
138,2.2564257410493145,1.286765625,70.592,89.758
139,2.253758161896961,1.285074375,70.624,89.74
140,2.256254854623604,1.281979375,70.666,89.75
141,2.255518550466063,1.280234375,70.634,89.784
142,2.256464844072718,1.28719,70.496,89.752
143,2.2565715611377604,1.281768125,70.666,89.746
144,2.254716699105687,1.28468125,70.63,89.734
145,2.2560881278455955,1.279300625,70.55,89.758
146,2.256395365171623,1.284769375,70.584,89.764
147,2.2553883792932217,1.282999375,70.582,89.75
148,2.2567014486278927,1.283248125,70.604,89.718
149,2.2562993479202187,1.287020625,70.534,89.756
